index,Year,Total,Gold,Silver,Bronze,No medal,Sport,NOC,Sex
18,1996,0,0,0,0,4,Shooting,BEL,M
19,2012,1,0,1,0,0,Shooting,BEL,M
20,2016,0,0,0,0,1,Shooting,BEL,M
0,2012,0,0,0,0,1,Shooting,BHU,F
1,2016,0,0,0,0,1,Shooting,BHU,F
2,2020,0,0,0,0,1,Shooting,BHU,F
0,1992,0,0,0,0,2,Shooting,BIH,F
1,2016,0,0,0,0,1,Shooting,BIH,F
2,2020,0,0,0,0,1,Shooting,BIH,F
0,1996,0,0,0,0,3,Shooting,BIH,M
1,2000,0,0,0,0,4,Shooting,BIH,M
2,2004,0,0,0,0,3,Shooting,BIH,M
3,2008,0,0,0,0,3,Shooting,BIH,M
4,2012,0,0,0,0,3,Shooting,BIH,M
0,1968,0,0,0,0,2,Shooting,BIZ,M
1,1972,0,0,0,0,2,Shooting,BIZ,M
2,1976,0,0,0,0,2,Shooting,BIZ,M
0,1996,0,0,0,0,8,Shooting,BLR,F
1,2000,1,0,0,1,7,Shooting,BLR,F
2,2004,0,0,0,0,4,Shooting,BLR,F
3,2008,0,0,0,0,4,Shooting,BLR,F
4,2012,0,0,0,0,2,Shooting,BLR,F
5,2016,0,0,0,0,2,Shooting,BLR,F
6,2020,0,0,0,0,5,Shooting,BLR,F
0,1996,1,0,1,0,9,Shooting,BLR,M
1,2000,3,0,1,2,8,Shooting,BLR,M
2,2004,1,0,0,1,10,Shooting,BLR,M
3,2008,0,0,0,0,10,Shooting,BLR,M
4,2012,1,1,0,0,10,Shooting,BLR,M
5,2016,0,0,0,0,6,Shooting,BLR,M
6,2020,0,0,0,0,3,Shooting,BLR,M
0,1906,0,0,0,0,5,Shooting,BOH,M
0,2016,0,0,0,0,1,Shooting,BOL,F
0,1968,0,0,0,0,2,Shooting,BOL,M
1,1972,0,0,0,0,7,Shooting,BOL,M
2,1976,0,0,0,0,1,Shooting,BOL,M
3,1984,0,0,0,0,4,Shooting,BOL,M
4,1992,0,0,0,0,1,Shooting,BOL,M
5,2004,0,0,0,0,1,Shooting,BOL,M
6,2008,0,0,0,0,1,Shooting,BOL,M
7,2012,0,0,0,0,1,Shooting,BOL,M
8,2016,0,0,0,0,1,Shooting,BOL,M
0,1984,0,0,0,0,1,Shooting,BRA,F
1,1988,0,0,0,0,4,Shooting,BRA,F
2,1992,0,0,0,0,2,Shooting,BRA,F
3,2012,0,0,0,0,2,Shooting,BRA,F
4,2016,0,0,0,0,4,Shooting,BRA,F
5,2024,0,0,0,0,3,Shooting,BRA,F
0,1920,7,1,1,5,13,Shooting,BRA,M
1,1924,0,0,0,0,1,Shooting,BRA,M
2,1932,0,0,0,0,6,Shooting,BRA,M
3,1936,0,0,0,0,4,Shooting,BRA,M
4,1948,0,0,0,0,8,Shooting,BRA,M
5,1952,0,0,0,0,10,Shooting,BRA,M
6,1956,0,0,0,0,6,Shooting,BRA,M
7,1960,0,0,0,0,5,Shooting,BRA,M
8,1968,0,0,0,0,4,Shooting,BRA,M
9,1972,0,0,0,0,4,Shooting,BRA,M
10,1976,0,0,0,0,8,Shooting,BRA,M
11,1980,0,0,0,0,5,Shooting,BRA,M
12,1984,0,0,0,0,7,Shooting,BRA,M
13,1988,0,0,0,0,2,Shooting,BRA,M
14,1992,0,0,0,0,2,Shooting,BRA,M
15,1996,0,0,0,0,1,Shooting,BRA,M
16,2004,0,0,0,0,1,Shooting,BRA,M
17,2008,0,0,0,0,5,Shooting,BRA,M
18,2012,0,0,0,0,1,Shooting,BRA,M
19,2016,1,0,1,0,8,Shooting,BRA,M
20,2020,0,0,0,0,1,Shooting,BRA,M
21,2024,0,0,0,0,1,Shooting,BRA,M
0,2012,0,0,0,0,1,Shooting,BRN,F
1,2020,0,0,0,0,1,Shooting,BRN,F
0,1984,0,0,0,0,5,Shooting,BRN,M
1,2004,0,0,0,0,1,Shooting,BRN,M
2,2008,0,0,0,0,1,Shooting,BRN,M
3,2016,0,0,0,0,1,Shooting,BRN,M
0,1996,0,0,0,0,1,Shooting,BRU,M
1,2000,0,0,0,0,1,Shooting,BRU,M
0,1976,0,0,0,0,2,Shooting,BUL,F
1,1980,0,0,0,0,2,Shooting,BUL,F
2,1988,1,0,1,0,3,Shooting,BUL,F
3,1992,3,0,2,1,5,Shooting,BUL,F
4,1996,2,0,1,1,6,Shooting,BUL,F
5,2000,1,1,0,0,7,Shooting,BUL,F
6,2004,2,1,0,1,0,Shooting,BUL,F
7,2008,0,0,0,0,6,Shooting,BUL,F
8,2012,0,0,0,0,6,Shooting,BUL,F
9,2016,0,0,0,0,2,Shooting,BUL,F
10,2020,1,0,1,0,4,Shooting,BUL,F
11,2024,0,0,0,0,3,Shooting,BUL,F
0,1936,0,0,0,0,1,Shooting,BUL,M
1,1952,0,0,0,0,6,Shooting,BUL,M
2,1960,0,0,0,0,6,Shooting,BUL,M
3,1964,1,0,1,0,6,Shooting,BUL,M
4,1968,0,0,0,0,8,Shooting,BUL,M
5,1972,0,0,0,0,9,Shooting,BUL,M
6,1976,0,0,0,0,5,Shooting,BUL,M
7,1980,2,0,0,2,8,Shooting,BUL,M
8,1988,1,1,0,0,8,Shooting,BUL,M
9,1992,0,0,0,0,9,Shooting,BUL,M
10,1996,2,0,1,1,5,Shooting,BUL,M
11,2000,1,1,0,0,2,Shooting,BUL,M
12,2004,0,0,0,0,3,Shooting,BUL,M
13,2008,0,0,0,0,2,Shooting,BUL,M
14,2012,0,0,0,0,3,Shooting,BUL,M
15,2016,0,0,0,0,5,Shooting,BUL,M
16,2024,0,0,0,0,2,Shooting,BUL,M
0,1976,0,0,0,0,1,Shooting,CAN,F
1,1984,1,1,0,0,4,Shooting,CAN,F
2,1988,0,0,0,0,5,Shooting,CAN,F
3,1992,0,0,0,0,6,Shooting,CAN,F
4,1996,0,0,0,0,1,Shooting,CAN,F
5,2000,0,0,0,0,10,Shooting,CAN,F
6,2004,0,0,0,0,4,Shooting,CAN,F
7,2008,0,0,0,0,3,Shooting,CAN,F
8,2012,0,0,0,0,1,Shooting,CAN,F
9,2016,0,0,0,0,3,Shooting,CAN,F
10,2020,0,0,0,0,2,Shooting,CAN,F
11,2024,0,0,0,0,1,Shooting,CAN,F
0,1908,14,1,7,6,17,Shooting,CAN,M
1,1912,0,0,0,0,3,Shooting,CAN,M
2,1920,0,0,0,0,11,Shooting,CAN,M
3,1924,6,0,6,0,3,Shooting,CAN,M
4,1952,1,1,0,0,7,Shooting,CAN,M
5,1956,2,1,0,1,7,Shooting,CAN,M
6,1960,0,0,0,0,12,Shooting,CAN,M
7,1964,0,0,0,0,10,Shooting,CAN,M
8,1968,0,0,0,0,12,Shooting,CAN,M
9,1972,0,0,0,0,12,Shooting,CAN,M
10,1976,0,0,0,0,12,Shooting,CAN,M
11,1984,0,0,0,0,14,Shooting,CAN,M
12,1988,0,0,0,0,11,Shooting,CAN,M
13,1992,0,0,0,0,10,Shooting,CAN,M
14,1996,0,0,0,0,9,Shooting,CAN,M
15,2000,0,0,0,0,6,Shooting,CAN,M
16,2008,0,0,0,0,3,Shooting,CAN,M
17,2012,0,0,0,0,2,Shooting,CAN,M
18,2024,0,0,0,0,3,Shooting,CAN,M
0,2012,0,0,0,0,1,Shooting,CHI,F
1,2016,0,0,0,0,1,Shooting,CHI,F
2,2020,0,0,0,0,1,Shooting,CHI,F
3,2024,1,1,0,0,0,Shooting,CHI,F
0,1912,0,0,0,0,8,Shooting,CHI,M
1,1936,0,0,0,0,3,Shooting,CHI,M
2,1948,0,0,0,0,6,Shooting,CHI,M
3,1952,0,0,0,0,3,Shooting,CHI,M
4,1956,0,0,0,0,4,Shooting,CHI,M
5,1960,0,0,0,0,2,Shooting,CHI,M
6,1964,0,0,0,0,3,Shooting,CHI,M
7,1968,0,0,0,0,4,Shooting,CHI,M
8,1972,0,0,0,0,2,Shooting,CHI,M
9,1976,0,0,0,0,3,Shooting,CHI,M
10,1984,0,0,0,0,4,Shooting,CHI,M
11,1988,1,0,1,0,0,Shooting,CHI,M
12,1992,0,0,0,0,2,Shooting,CHI,M
13,1996,0,0,0,0,1,Shooting,CHI,M
14,2000,0,0,0,0,3,Shooting,CHI,M
15,2004,0,0,0,0,1,Shooting,CHI,M
16,2008,0,0,0,0,1,Shooting,CHI,M
17,2024,0,0,0,0,1,Shooting,CHI,M
0,1984,2,1,0,1,5,Shooting,CHN,F
1,1988,0,0,0,0,10,Shooting,CHN,F
2,1992,2,1,1,0,7,Shooting,CHN,F
3,1996,1,1,0,0,9,Shooting,CHN,F
4,2000,4,1,1,2,9,Shooting,CHN,F
5,2004,4,1,1,2,8,Shooting,CHN,F
6,2008,3,3,0,0,7,Shooting,CHN,F
7,2012,5,2,2,1,5,Shooting,CHN,F
8,2016,5,1,2,2,6,Shooting,CHN,F
9,2020,6,3,0,3,11,Shooting,CHN,F
10,2024,4,1,1,2,13,Shooting,CHN,F
0,1984,4,2,0,2,9,Shooting,CHN,M
1,1988,2,0,1,1,15,Shooting,CHN,M
2,1992,2,1,1,0,15,Shooting,CHN,M
3,1996,4,1,2,1,16,Shooting,CHN,M
4,2000,4,2,1,1,9,Shooting,CHN,M
5,2004,5,3,1,1,12,Shooting,CHN,M
6,2008,5,2,2,1,13,Shooting,CHN,M
7,2012,2,0,0,2,13,Shooting,CHN,M
8,2016,2,0,0,2,12,Shooting,CHN,M
9,2020,7,3,1,3,7,Shooting,CHN,M
10,2024,8,5,1,2,8,Shooting,CHN,M
0,1984,0,0,0,0,3,Shooting,COL,F
1,2000,0,0,0,0,2,Shooting,COL,F
2,2004,0,0,0,0,2,Shooting,COL,F
0,1956,0,0,0,0,4,Shooting,COL,M
1,1960,0,0,0,0,3,Shooting,COL,M
2,1964,0,0,0,0,1,Shooting,COL,M
3,1972,1,0,1,0,11,Shooting,COL,M
4,1976,0,0,0,0,3,Shooting,COL,M
5,1984,1,0,1,0,11,Shooting,COL,M
6,1988,0,0,0,0,5,Shooting,COL,M
7,1992,0,0,0,0,4,Shooting,COL,M
8,1996,0,0,0,0,4,Shooting,COL,M
9,2000,0,0,0,0,3,Shooting,COL,M
10,2004,0,0,0,0,2,Shooting,COL,M
11,2008,0,0,0,0,1,Shooting,COL,M
12,2012,0,0,0,0,1,Shooting,COL,M
13,2016,0,0,0,0,1,Shooting,COL,M
14,2020,0,0,0,0,1,Shooting,COL,M
0,1984,0,0,0,0,1,Shooting,CRC,F
1,2004,0,0,0,0,1,Shooting,CRC,F
0,1968,0,0,0,0,7,Shooting,CRC,M
1,1972,0,0,0,0,2,Shooting,CRC,M
2,1976,0,0,0,0,2,Shooting,CRC,M
3,1980,0,0,0,0,8,Shooting,CRC,M
4,1984,0,0,0,0,2,Shooting,CRC,M
5,1988,0,0,0,0,1,Shooting,CRC,M
6,1992,0,0,0,0,1,Shooting,CRC,M
0,1992,0,0,0,0,6,Shooting,CRO,F
1,1996,0,0,0,0,6,Shooting,CRO,F
2,2000,0,0,0,0,2,Shooting,CRO,F
3,2004,0,0,0,0,2,Shooting,CRO,F
4,2008,1,0,0,1,3,Shooting,CRO,F
5,2012,0,0,0,0,2,Shooting,CRO,F
6,2016,0,0,0,0,5,Shooting,CRO,F
7,2020,0,0,0,0,3,Shooting,CRO,F
0,1992,0,0,0,0,1,Shooting,CRO,M
1,1996,0,0,0,0,2,Shooting,CRO,M
2,2000,0,0,0,0,1,Shooting,CRO,M
3,2008,0,0,0,0,4,Shooting,CRO,M
4,2012,1,1,0,0,6,Shooting,CRO,M
5,2016,1,1,0,0,4,Shooting,CRO,M
6,2020,0,0,0,0,6,Shooting,CRO,M
7,2024,1,0,0,1,4,Shooting,CRO,M
0,1906,0,0,0,0,1,Shooting,CRT,M
0,1992,0,0,0,0,4,Shooting,CUB,F
1,2000,0,0,0,0,4,Shooting,CUB,F
2,2004,0,0,0,0,4,Shooting,CUB,F
3,2008,1,0,0,1,1,Shooting,CUB,F
4,2012,0,0,0,0,4,Shooting,CUB,F
5,2016,0,0,0,0,4,Shooting,CUB,F
6,2020,0,0,0,0,5,Shooting,CUB,F
7,2024,0,0,0,0,4,Shooting,CUB,F
0,1948,0,0,0,0,7,Shooting,CUB,M
1,1952,0,0,0,0,3,Shooting,CUB,M
2,1968,0,0,0,0,8,Shooting,CUB,M
3,1972,0,0,0,0,9,Shooting,CUB,M
4,1976,0,0,0,0,5,Shooting,CUB,M
5,1980,1,0,0,1,6,Shooting,CUB,M
6,1992,0,0,0,0,3,Shooting,CUB,M
7,1996,0,0,0,0,3,Shooting,CUB,M
8,2000,0,0,0,0,5,Shooting,CUB,M
9,2004,1,0,0,1,6,Shooting,CUB,M
10,2008,0,0,0,0,4,Shooting,CUB,M
11,2012,1,1,0,0,1,Shooting,CUB,M
12,2016,0,0,0,0,9,Shooting,CUB,M
13,2020,1,0,1,0,3,Shooting,CUB,M
14,2024,0,0,0,0,2,Shooting,CUB,M
0,2000,0,0,0,0,1,Shooting,CYP,F
1,2008,0,0,0,0,1,Shooting,CYP,F
2,2012,0,0,0,0,1,Shooting,CYP,F
3,2016,0,0,0,0,1,Shooting,CYP,F
4,2020,0,0,0,0,1,Shooting,CYP,F
5,2024,0,0,0,0,1,Shooting,CYP,F
0,1984,0,0,0,0,4,Shooting,CYP,M
1,1988,0,0,0,0,1,Shooting,CYP,M
2,1992,0,0,0,0,2,Shooting,CYP,M
3,1996,0,0,0,0,3,Shooting,CYP,M
4,2000,0,0,0,0,2,Shooting,CYP,M
5,2004,0,0,0,0,2,Shooting,CYP,M
6,2008,0,0,0,0,2,Shooting,CYP,M
7,2012,0,0,0,0,2,Shooting,CYP,M
8,2016,0,0,0,0,1,Shooting,CYP,M
9,2020,0,0,0,0,3,Shooting,CYP,M
0,1996,0,0,0,0,6,Shooting,CZE,F
1,2000,0,0,0,0,2,Shooting,CZE,F
2,2004,2,0,1,1,2,Shooting,CZE,F
3,2008,2,1,1,0,6,Shooting,CZE,F
4,2012,1,0,0,1,5,Shooting,CZE,F
5,2016,0,0,0,0,5,Shooting,CZE,F
6,2020,0,0,0,0,4,Shooting,CZE,F
7,2024,0,0,0,0,5,Shooting,CZE,F
0,1996,1,0,0,1,18,Shooting,CZE,M
1,2000,2,0,1,1,12,Shooting,CZE,M
2,2004,0,0,0,0,9,Shooting,CZE,M
3,2008,1,1,0,0,8,Shooting,CZE,M
4,2012,0,0,0,0,9,Shooting,CZE,M
5,2016,0,0,0,0,4,Shooting,CZE,M
6,2020,2,1,1,0,6,Shooting,CZE,M
7,2024,0,0,0,0,11,Shooting,CZE,M
0,1992,0,0,0,0,1,Shooting,DEN,F
1,1996,0,0,0,0,5,Shooting,DEN,F
2,2000,0,0,0,0,6,Shooting,DEN,F
3,2004,0,0,0,0,2,Shooting,DEN,F
4,2012,0,0,0,0,3,Shooting,DEN,F
5,2016,0,0,0,0,2,Shooting,DEN,F
6,2020,0,0,0,0,4,Shooting,DEN,F
7,2024,0,0,0,0,4,Shooting,DEN,F
0,1896,3,0,1,2,4,Shooting,DEN,M
1,1900,4,1,3,0,21,Shooting,DEN,M
2,1908,0,0,0,0,19,Shooting,DEN,M
3,1912,8,0,1,7,33,Shooting,DEN,M
4,1920,7,5,2,0,49,Shooting,DEN,M
5,1924,1,0,0,1,13,Shooting,DEN,M
6,1936,0,0,0,0,8,Shooting,DEN,M
7,1948,0,0,0,0,8,Shooting,DEN,M
8,1952,0,0,0,0,7,Shooting,DEN,M
9,1956,0,0,0,0,4,Shooting,DEN,M
10,1960,0,0,0,0,7,Shooting,DEN,M
11,1964,0,0,0,0,4,Shooting,DEN,M
12,1968,0,0,0,0,8,Shooting,DEN,M
13,1972,0,0,0,0,10,Shooting,DEN,M
14,1976,0,0,0,0,8,Shooting,DEN,M
15,1980,1,1,0,0,4,Shooting,DEN,M
16,1984,1,0,1,0,3,Shooting,DEN,M
17,1988,0,0,0,0,10,Shooting,DEN,M
18,1992,0,0,0,0,6,Shooting,DEN,M
19,1996,0,0,0,0,6,Shooting,DEN,M
20,2000,1,0,1,0,0,Shooting,DEN,M
21,2004,0,0,0,0,3,Shooting,DEN,M
22,2008,0,0,0,0,1,Shooting,DEN,M
23,2012,1,0,1,0,2,Shooting,DEN,M
24,2016,0,0,0,0,2,Shooting,DEN,M
25,2020,1,0,1,0,2,Shooting,DEN,M
26,2024,0,0,0,0,1,Shooting,DEN,M
0,1968,0,0,0,0,3,Shooting,DOM,M
1,1972,0,0,0,0,2,Shooting,DOM,M
2,2004,0,0,0,0,1,Shooting,DOM,M
3,2008,0,0,0,0,1,Shooting,DOM,M
4,2012,0,0,0,0,1,Shooting,DOM,M
5,2016,0,0,0,0,1,Shooting,DOM,M
6,2024,0,0,0,0,1,Shooting,DOM,M
0,1988,0,0,0,0,1,Shooting,ECU,F
1,1996,0,0,0,0,1,Shooting,ECU,F
2,2000,0,0,0,0,1,Shooting,ECU,F
3,2004,0,0,0,0,2,Shooting,ECU,F
4,2008,0,0,0,0,1,Shooting,ECU,F
5,2012,0,0,0,0,1,Shooting,ECU,F
6,2016,0,0,0,0,1,Shooting,ECU,F
7,2020,0,0,0,0,4,Shooting,ECU,F
8,2024,0,0,0,0,4,Shooting,ECU,F
0,1984,0,0,0,0,5,Shooting,ECU,M
1,1988,0,0,0,0,1,Shooting,ECU,M
2,1992,0,0,0,0,2,Shooting,ECU,M
0,2000,0,0,0,0,3,Shooting,EGY,F
1,2004,0,0,0,0,2,Shooting,EGY,F
2,2008,0,0,0,0,2,Shooting,EGY,F
3,2012,0,0,0,0,2,Shooting,EGY,F
4,2016,0,0,0,0,4,Shooting,EGY,F
5,2020,0,0,0,0,8,Shooting,EGY,F
6,2024,0,0,0,0,9,Shooting,EGY,F
0,1924,0,0,0,0,1,Shooting,EGY,M
1,1936,0,0,0,0,1,Shooting,EGY,M
2,1952,0,0,0,0,10,Shooting,EGY,M
3,1964,0,0,0,0,6,Shooting,EGY,M
4,1968,0,0,0,0,2,Shooting,EGY,M
5,1984,0,0,0,0,9,Shooting,EGY,M
6,1988,0,0,0,0,2,Shooting,EGY,M
7,1992,0,0,0,0,6,Shooting,EGY,M
8,1996,0,0,0,0,2,Shooting,EGY,M
9,2000,0,0,0,0,6,Shooting,EGY,M
10,2004,0,0,0,0,3,Shooting,EGY,M
11,2008,0,0,0,0,7,Shooting,EGY,M
12,2012,0,0,0,0,5,Shooting,EGY,M
13,2016,0,0,0,0,11,Shooting,EGY,M
14,2020,0,0,0,0,11,Shooting,EGY,M
15,2024,0,0,0,0,8,Shooting,EGY,M
0,2020,0,0,0,0,1,Shooting,EOR,F
1,2024,0,0,0,0,1,Shooting,EOR,F
0,2024,0,0,0,0,1,Shooting,EOR,M
0,2000,0,0,0,0,2,Shooting,ESA,F
1,2004,0,0,0,0,1,Shooting,ESA,F
2,2008,0,0,0,0,2,Shooting,ESA,F
3,2012,0,0,0,0,2,Shooting,ESA,F
4,2016,0,0,0,0,1,Shooting,ESA,F
0,1968,0,0,0,0,10,Shooting,ESA,M
1,1972,0,0,0,0,5,Shooting,ESA,M
2,1984,0,0,0,0,1,Shooting,ESA,M
3,2024,0,0,0,0,2,Shooting,ESA,M
0,1984,0,0,0,0,1,Shooting,ESP,F
1,1988,0,0,0,0,3,Shooting,ESP,F
2,1992,0,0,0,0,8,Shooting,ESP,F
3,1996,0,0,0,0,6,Shooting,ESP,F
4,2000,0,0,0,0,4,Shooting,ESP,F
5,2004,1,0,1,0,3,Shooting,ESP,F
6,2008,0,0,0,0,4,Shooting,ESP,F
7,2012,0,0,0,0,3,Shooting,ESP,F
8,2016,0,0,0,0,3,Shooting,ESP,F
9,2020,1,1,0,0,1,Shooting,ESP,F
10,2024,0,0,0,0,2,Shooting,ESP,F
0,1920,0,0,0,0,45,Shooting,ESP,M
1,1924,0,0,0,0,1,Shooting,ESP,M
2,1932,0,0,0,0,6,Shooting,ESP,M
3,1948,0,0,0,0,7,Shooting,ESP,M
4,1952,1,0,1,0,3,Shooting,ESP,M
5,1960,0,0,0,0,10,Shooting,ESP,M
6,1964,0,0,0,0,5,Shooting,ESP,M
7,1968,0,0,0,0,12,Shooting,ESP,M
8,1972,0,0,0,0,9,Shooting,ESP,M
9,1976,0,0,0,0,9,Shooting,ESP,M
10,1980,0,0,0,0,8,Shooting,ESP,M
11,1984,0,0,0,0,13,Shooting,ESP,M
12,1988,1,0,0,1,7,Shooting,ESP,M
13,1992,0,0,0,0,14,Shooting,ESP,M
14,1996,0,0,0,0,4,Shooting,ESP,M
15,2000,0,0,0,0,3,Shooting,ESP,M
16,2004,0,0,0,0,4,Shooting,ESP,M
17,2008,0,0,0,0,6,Shooting,ESP,M
18,2012,0,0,0,0,9,Shooting,ESP,M
19,2016,0,0,0,0,5,Shooting,ESP,M
20,2020,1,1,0,0,1,Shooting,ESP,M
21,2024,0,0,0,0,2,Shooting,ESP,M
0,1992,0,0,0,0,2,Shooting,EST,F
1,2012,0,0,0,0,2,Shooting,EST,F
0,1992,0,0,0,0,2,Shooting,EST,M
1,1996,0,0,0,0,2,Shooting,EST,M
2,2000,0,0,0,0,1,Shooting,EST,M
3,2004,0,0,0,0,1,Shooting,EST,M
4,2008,0,0,0,0,1,Shooting,EST,M
5,2016,0,0,0,0,1,Shooting,EST,M
6,2020,0,0,0,0,2,Shooting,EST,M
7,2024,0,0,0,0,2,Shooting,EST,M
0,1992,2,2,0,0,6,Shooting,EUN,F
0,1992,6,3,2,1,14,Shooting,EUN,M
0,2004,0,0,0,0,1,Shooting,FIJ,M
1,2008,0,0,0,0,1,Shooting,FIJ,M
2,2012,0,0,0,0,1,Shooting,FIJ,M
3,2016,0,0,0,0,1,Shooting,FIJ,M
0,1984,0,0,0,0,2,Shooting,FIN,F
1,1988,0,0,0,0,4,Shooting,FIN,F
2,1992,0,0,0,0,2,Shooting,FIN,F
3,1996,0,0,0,0,2,Shooting,FIN,F
4,2000,0,0,0,0,4,Shooting,FIN,F
5,2004,0,0,0,0,3,Shooting,FIN,F
6,2008,1,1,0,0,6,Shooting,FIN,F
7,2012,0,0,0,0,4,Shooting,FIN,F
8,2016,0,0,0,0,1,Shooting,FIN,F
9,2020,0,0,0,0,1,Shooting,FIN,F
10,2024,0,0,0,0,1,Shooting,FIN,F
0,1908,0,0,0,0,15,Shooting,FIN,M
1,1912,5,0,0,5,33,Shooting,FIN,M
2,1920,15,0,5,10,36,Shooting,FIN,M
3,1924,8,0,1,7,35,Shooting,FIN,M
4,1936,0,0,0,0,9,Shooting,FIN,M
5,1948,1,0,1,0,11,Shooting,FIN,M
6,1952,2,0,1,1,12,Shooting,FIN,M
7,1956,2,1,0,1,8,Shooting,FIN,M
8,1960,1,0,1,0,10,Shooting,FIN,M
9,1964,2,2,0,0,8,Shooting,FIN,M
10,1968,0,0,0,0,11,Shooting,FIN,M
11,1972,0,0,0,0,13,Shooting,FIN,M
12,1976,0,0,0,0,6,Shooting,FIN,M
13,1980,0,0,0,0,10,Shooting,FIN,M
14,1984,1,0,0,1,11,Shooting,FIN,M
15,1988,0,0,0,0,12,Shooting,FIN,M
16,1992,0,0,0,0,13,Shooting,FIN,M
17,1996,0,0,0,0,6,Shooting,FIN,M
18,2000,1,0,1,0,5,Shooting,FIN,M
19,2004,1,0,1,0,5,Shooting,FIN,M
20,2008,1,0,0,1,6,Shooting,FIN,M
21,2012,0,0,0,0,2,Shooting,FIN,M
22,2016,0,0,0,0,1,Shooting,FIN,M
23,2020,0,0,0,0,2,Shooting,FIN,M
24,2024,0,0,0,0,3,Shooting,FIN,M
0,1984,0,0,0,0,5,Shooting,FRA,F
1,1988,0,0,0,0,8,Shooting,FRA,F
2,1992,0,0,0,0,9,Shooting,FRA,F
3,1996,0,0,0,0,3,Shooting,FRA,F
4,2000,1,0,1,0,2,Shooting,FRA,F
5,2004,0,0,0,0,7,Shooting,FRA,F
6,2008,0,0,0,0,10,Shooting,FRA,F
7,2012,2,0,1,1,8,Shooting,FRA,F
8,2016,0,0,0,0,5,Shooting,FRA,F
9,2020,0,0,0,0,9,Shooting,FRA,F
10,2024,1,0,1,0,12,Shooting,FRA,F
0,1896,0,0,0,0,1,Shooting,FRA,M
1,1900,14,2,6,6,48,Shooting,FRA,M
2,1906,16,4,3,9,50,Shooting,FRA,M
3,1908,10,0,0,10,42,Shooting,FRA,M
4,1912,2,2,0,0,63,Shooting,FRA,M
5,1920,6,0,6,0,54,Shooting,FRA,M
6,1924,6,1,5,0,25,Shooting,FRA,M
7,1936,1,0,0,1,8,Shooting,FRA,M
8,1948,0,0,0,0,12,Shooting,FRA,M
9,1952,0,0,0,0,12,Shooting,FRA,M
10,1956,0,0,0,0,8,Shooting,FRA,M
11,1960,0,0,0,0,9,Shooting,FRA,M
12,1964,0,0,0,0,5,Shooting,FRA,M
13,1968,0,0,0,0,8,Shooting,FRA,M
14,1972,1,0,1,0,12,Shooting,FRA,M
15,1976,0,0,0,0,11,Shooting,FRA,M
16,1984,2,1,1,0,11,Shooting,FRA,M
17,1988,1,0,1,0,14,Shooting,FRA,M
18,1992,1,0,1,0,14,Shooting,FRA,M
19,1996,2,1,0,1,13,Shooting,FRA,M
20,2000,1,1,0,0,13,Shooting,FRA,M
21,2004,0,0,0,0,5,Shooting,FRA,M
22,2008,1,0,0,1,11,Shooting,FRA,M
23,2012,0,0,0,0,12,Shooting,FRA,M
24,2016,2,0,1,1,7,Shooting,FRA,M
25,2020,1,1,0,0,3,Shooting,FRA,M
26,2024,0,0,0,0,13,Shooting,FRA,M
0,1984,1,0,1,0,4,Shooting,FRG,F
1,1988,2,1,1,0,7,Shooting,FRG,F
0,1968,3,1,1,1,9,Shooting,FRG,M
1,1972,1,1,0,0,14,Shooting,FRG,M
2,1976,3,1,1,1,9,Shooting,FRG,M
3,1984,0,0,0,0,14,Shooting,FRG,M
4,1988,1,0,0,1,13,Shooting,FRG,M
0,1984,0,0,0,0,6,Shooting,GBR,F
1,1988,0,0,0,0,4,Shooting,GBR,F
2,1992,0,0,0,0,1,Shooting,GBR,F
3,1996,0,0,0,0,2,Shooting,GBR,F
4,2004,0,0,0,0,1,Shooting,GBR,F
5,2008,0,0,0,0,2,Shooting,GBR,F
6,2012,0,0,0,0,6,Shooting,GBR,F
7,2016,0,0,0,0,4,Shooting,GBR,F
8,2020,0,0,0,0,5,Shooting,GBR,F
9,2024,1,0,1,0,4,Shooting,GBR,F
0,1896,0,0,0,0,5,Shooting,GBR,M
1,1900,0,0,0,0,1,Shooting,GBR,M
2,1906,4,2,0,2,17,Shooting,GBR,M
3,1908,45,14,15,16,86,Shooting,GBR,M
4,1912,31,4,17,10,54,Shooting,GBR,M
5,1920,0,0,0,0,8,Shooting,GBR,M
6,1924,6,4,2,0,29,Shooting,GBR,M
7,1948,0,0,0,0,12,Shooting,GBR,M
8,1952,0,0,0,0,14,Shooting,GBR,M
9,1956,0,0,0,0,11,Shooting,GBR,M
10,1960,0,0,0,0,10,Shooting,GBR,M
11,1964,0,0,0,0,8,Shooting,GBR,M
12,1968,1,1,0,0,9,Shooting,GBR,M
13,1972,1,0,0,1,14,Shooting,GBR,M
14,1976,0,0,0,0,13,Shooting,GBR,M
15,1984,4,1,0,3,12,Shooting,GBR,M
16,1988,2,1,1,0,7,Shooting,GBR,M
17,1992,0,0,0,0,7,Shooting,GBR,M
18,1996,0,0,0,0,5,Shooting,GBR,M
19,2000,2,1,1,0,4,Shooting,GBR,M
20,2004,0,0,0,0,5,Shooting,GBR,M
21,2008,0,0,0,0,5,Shooting,GBR,M
22,2012,1,1,0,0,9,Shooting,GBR,M
23,2016,2,0,0,2,1,Shooting,GBR,M
24,2020,1,0,0,1,2,Shooting,GBR,M
25,2024,1,1,0,0,4,Shooting,GBR,M
0,1976,0,0,0,0,2,Shooting,GDR,F
